File_Version	1
null	1488	2115	The Goodfellas	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1487	2115	FODUVA	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1486	2115	Multi-thread Simultâneo (MTS)	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1485	2115	SWR	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1484	2115	USP Lost	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1483	2501	UFRN-1	Universidade Federal do Rio Grande do Norte	UFRN	BRA
null	1482	2504	ineficiente	Universidade Federal de Santa Catarina	UF Santa Catarina	BRA
null	1481	2115	Gargamel's team	Universidade Federal de Santa Catarina	UF Santa Catarina	BRA
