1783	1301	A	Garotos de Programa	Universidade Estadual do Norte do Paraná	UENP	http://www.uenp.edu.br/	Brazil	Y
1533	1301	A	Calouro Verde	Universidade Estadual do Norte do Paraná	UENP	http://www.uenp.edu.br/	Brazil	Y
1065	1289	P	UGF-Coders	Universidade Gama Filho	UGF	www.ugf.br	Brazil	Y
1892	1203	P	IFSC2012	IFSC - Instituto de Física de São Carlos - USP	IFSC-USP	http://www.ifsc.usp.br	Brazil	Y
1844	1286	A	Team not Found	Universidade Regional Integrada - Campus de Erechim	URI - Erechim	www.uricer.edu.br	Brazil	Y
1843	1286	A	Jokers	Universidade Regional Integrada - Campus de Erechim	URI - Erechim	www.uricer.edu.br	Brazil	Y
