File_Version	1
null	1488	1	The Goodfellas	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1487	2	FODUVA	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1486	2	Multi-thread Simultâneo (MTS)	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1485	2	SWR	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1484	2	USP Lost	Universidade de São Paulo - Escola de Artes, Ciências e Humanidades	EACH-USP	BRA
null	1483	1	UFRN-1	Universidade Federal do Rio Grande do Norte	UFRN	BRA
null	1482	3	ineficiente	Universidade Federal de Santa Catarina	UF Santa Catarina	BRA
null	1481	1	Gargamel's team	Universidade Federal de Santa Catarina	UF Santa Catarina	BRA
